AREA_NAME,Year,Crime_Type,POPULATION_2023,Crime_Count,Crime_Rate_per_1000
Area 14,2019,SHOOTING,12988,8,0.6159531875577456
Area 15,2019,SHOOTING,18535,9,0.4855678446182897
Area 16,2019,SHOOTING,29540,15,0.5077860528097495
Area 17,2019,SHOOTING,11215,4,0.3566651805617477
Area 18,2019,SHOOTING,22982,11,0.47863545383343487
Area 19,2019,SHOOTING,34393,16,0.46521094408745967
Area 20,2019,SHOOTING,33824,14,0.4139072847682119
Area 21,2019,SHOOTING,5040,2,0.3968253968253968
Area 22,2019,SHOOTING,19425,8,0.4118404118404118
Area 23,2019,SHOOTING,12283,9,0.7327200195392005
Area 24,2019,SHOOTING,33501,15,0.4477478284230321
Area 25,2019,SHOOTING,16472,10,0.6070908207867897
Area 26,2019,SHOOTING,17300,5,0.28901734104046245
Area 27,2019,SHOOTING,11133,8,0.7185843887541543
Area 28,2019,SHOOTING,38522,22,0.5711022272986864
Area 29,2019,SHOOTING,26811,12,0.44757748685241133
Area 30,2019,SHOOTING,14639,10,0.6831067695880866
Area 31,2019,SHOOTING,24741,12,0.4850248575239481
Area 32,2019,SHOOTING,14325,5,0.34904013961605584
Area 33,2019,SHOOTING,31509,11,0.34910660446221714
Area 34,2019,SHOOTING,25959,15,0.5778342771293193
Area 35,2019,SHOOTING,19402,7,0.36078754767549737
Area 36,2019,SHOOTING,10966,12,1.094291446288528
Area 37,2019,SHOOTING,33798,16,0.4734007929463282
Area 38,2019,SHOOTING,31835,14,0.4397675514370975
Area 39,2019,SHOOTING,17048,2,0.11731581417175034
Area 40,2019,SHOOTING,20149,4,0.19852101841282446
Area 41,2019,SHOOTING,10026,2,0.19948134849391583
Area 42,2019,SHOOTING,37605,26,0.6913974205557771
Area 43,2019,SHOOTING,21151,12,0.5673490615100941
Area 44,2019,SHOOTING,30558,18,0.589043785588062
Area 45,2019,SHOOTING,19214,6,0.3122723014468617
Area 46,2019,SHOOTING,19286,9,0.4666597531888417
Area 47,2019,SHOOTING,28193,11,0.3901677721420211
Area 48,2019,SHOOTING,29557,16,0.5413269276313564
Area 49,2019,SHOOTING,39975,20,0.5003126954346466
Area 50,2019,SHOOTING,19490,7,0.35915854284248333
Area 51,2019,SHOOTING,22412,7,0.3123326789220061
Area 52,2019,SHOOTING,17047,10,0.586613480377779
Area 53,2019,SHOOTING,39723,20,0.5034866450167409
Area 54,2019,SHOOTING,25476,10,0.39252629926205057
Area 55,2019,SHOOTING,22368,9,0.40236051502145925
Area 56,2019,SHOOTING,36541,21,0.5746969157932186
Area 57,2019,SHOOTING,26068,8,0.3068896731624981
Area 58,2019,SHOOTING,35574,19,0.5340979366953393
Area 59,2019,SHOOTING,38752,27,0.6967382328654005
Area 60,2019,SHOOTING,23890,12,0.5023022185014651
Area 61,2019,SHOOTING,16283,13,0.7983786771479456
Area 62,2019,SHOOTING,21578,8,0.37074798405783665
Area 63,2019,SHOOTING,31800,18,0.5660377358490566
Area 64,2019,SHOOTING,30901,13,0.4206983592763988
Area 65,2019,SHOOTING,33077,12,0.3627898539770838
Area 66,2019,SHOOTING,8832,5,0.5661231884057971
Area 67,2019,SHOOTING,31027,19,0.612369871402327
Area 68,2019,SHOOTING,19535,8,0.4095213718965959
Area 69,2019,SHOOTING,22532,14,0.6213385407420557
Area 70,2019,SHOOTING,31502,10,0.31744016252936325
Area 71,2019,SHOOTING,27762,11,0.3962250558317124
Area 72,2019,SHOOTING,37952,14,0.36888701517706574
Area 73,2019,SHOOTING,5412,7,1.2934220251293422
Area 74,2019,SHOOTING,15761,8,0.5075820062178795
Area 75,2019,SHOOTING,35570,19,0.5341579983131853
Area 76,2019,SHOOTING,13985,8,0.5720414730067931
Area 77,2019,SHOOTING,19744,16,0.8103727714748784
Area 78,2019,SHOOTING,30945,16,0.5170463725965422
Area 79,2019,SHOOTING,19803,8,0.40397919507145386
Area 80,2019,SHOOTING,11600,7,0.603448275862069
Area 81,2019,SHOOTING,11789,8,0.6785986936975147
Area 82,2019,SHOOTING,5617,3,0.5340929321701976
Area 83,2019,SHOOTING,36516,22,0.6024756271223572
Area 84,2019,SHOOTING,5538,0,0
Area 85,2019,SHOOTING,37262,18,0.48306585797863777
Area 86,2019,SHOOTING,35452,21,0.592350220015796
Area 87,2019,SHOOTING,8624,3,0.34786641929499074
Area 88,2019,SHOOTING,20581,11,0.5344735435595938
Area 89,2019,SHOOTING,24391,17,0.6969783936697962
Area 90,2019,SHOOTING,7210,4,0.5547850208044383
Area 91,2019,SHOOTING,7285,3,0.4118050789293068
Area 92,2019,SHOOTING,23761,9,0.37877193720802993
Area 93,2019,SHOOTING,37280,22,0.5901287553648068
Area 94,2019,SHOOTING,12825,6,0.46783625730994155
Area 95,2019,SHOOTING,19750,5,0.25316455696202533
Area 96,2019,SHOOTING,29262,15,0.5126102111954071
Area 97,2019,SHOOTING,30448,13,0.42695743562795585
Area 98,2019,SHOOTING,15686,11,0.7012622720897616
Area 99,2019,SHOOTING,32454,18,0.5546311702717693
Area 100,2019,SHOOTING,17636,4,0.22680880018144703
Area 1,2020,SHOOTING,7985,5,0.6261740763932373
Area 2,2020,SHOOTING,34924,21,0.6013056923605543
Area 3,2020,SHOOTING,34709,14,0.40335359704975654
Area 4,2020,SHOOTING,7756,4,0.5157297576070139
Area 5,2020,SHOOTING,14641,8,0.5464107642920565
Area 6,2020,SHOOTING,36312,22,0.6058603216567526
Area 7,2020,SHOOTING,19182,5,0.26066103638828064
Area 8,2020,SHOOTING,20179,8,0.39645175677684724
Area 9,2020,SHOOTING,32167,13,0.40414088973171264
Area 10,2020,SHOOTING,29172,17,0.5827505827505828
Area 11,2020,SHOOTING,14096,3,0.21282633371169124
Area 12,2020,SHOOTING,35537,15,0.4220952809747587
Area 13,2020,SHOOTING,33980,11,0.3237198351971748
Area 14,2020,SHOOTING,12988,3,0.2309824453341546
Area 15,2020,SHOOTING,18535,4,0.21580793094146208
Area 16,2020,SHOOTING,29540,21,0.7109004739336493
Area 17,2020,SHOOTING,11215,2,0.17833259028087384
Area 18,2020,SHOOTING,22982,12,0.5221477678182926
Area 19,2020,SHOOTING,34393,21,0.6105893641147908
Area 20,2020,SHOOTING,33824,15,0.44347209082308425
Area 21,2020,SHOOTING,5040,4,0.7936507936507936
Area 22,2020,SHOOTING,19425,13,0.6692406692406693
Area 23,2020,SHOOTING,12283,1,0.0814133355043556
Area 24,2020,SHOOTING,33501,11,0.3283484075102236
Area 25,2020,SHOOTING,16472,9,0.5463817387081107
Area 26,2020,SHOOTING,17300,11,0.6358381502890174
Area 27,2020,SHOOTING,11133,5,0.4491152429713464
Area 28,2020,SHOOTING,38522,14,0.3634286900991641
Area 29,2020,SHOOTING,26811,10,0.37298123904367614
Area 30,2020,SHOOTING,14639,11,0.7514174465468952
Area 31,2020,SHOOTING,24741,15,0.6062810719049351
Area 32,2020,SHOOTING,14325,6,0.418848167539267
Area 33,2020,SHOOTING,31509,15,0.4760544606302961
Area 34,2020,SHOOTING,25959,13,0.5007897068454101
Area 35,2020,SHOOTING,19402,6,0.30924646943614065
Area 36,2020,SHOOTING,10966,3,0.273572861572132
Area 37,2020,SHOOTING,33798,17,0.5029883425054738
Area 38,2020,SHOOTING,31835,21,0.6596513271556463
Area 39,2020,SHOOTING,17048,7,0.4106053496011262
Area 40,2020,SHOOTING,20149,13,0.6451933098416796
Area 41,2020,SHOOTING,10026,7,0.6981847197287053
Area 42,2020,SHOOTING,37605,12,0.3191065017949741
Area 43,2020,SHOOTING,21151,4,0.18911635383669803
Area 44,2020,SHOOTING,30558,12,0.3926958570587081
Area 45,2020,SHOOTING,19214,15,0.7806807536171542
Area 46,2020,SHOOTING,19286,4,0.20740433475059628
Area 47,2020,SHOOTING,28193,17,0.6029865569467598
Area 48,2020,SHOOTING,29557,15,0.5074939946543966
Area 49,2020,SHOOTING,39975,16,0.4002501563477173
Area 50,2020,SHOOTING,19490,5,0.2565418163160595
Area 51,2020,SHOOTING,22412,12,0.5354274495805819
Area 52,2020,SHOOTING,17047,4,0.23464539215111163
Area 53,2020,SHOOTING,39723,16,0.40278931601339274
Area 54,2020,SHOOTING,25476,14,0.5495368189668708
Area 55,2020,SHOOTING,22368,9,0.40236051502145925
Area 56,2020,SHOOTING,36541,26,0.7115295147916039
Area 57,2020,SHOOTING,26068,15,0.5754181371796839
Area 58,2020,SHOOTING,35574,14,0.3935458480913026
Area 59,2020,SHOOTING,38752,18,0.4644921552436003
Area 60,2020,SHOOTING,23890,6,0.25115110925073253
Area 61,2020,SHOOTING,16283,0,0
Area 62,2020,SHOOTING,21578,13,0.6024654740939847
Area 63,2020,SHOOTING,31800,12,0.3773584905660377
Area 64,2020,SHOOTING,30901,16,0.5177825960324909
Area 65,2020,SHOOTING,33077,11,0.3325573661456601
Area 66,2020,SHOOTING,8832,4,0.4528985507246377
Area 67,2020,SHOOTING,31027,20,0.6445998646340285
Area 68,2020,SHOOTING,19535,5,0.2559508574353724
Area 69,2020,SHOOTING,22532,10,0.4438132433871827
Area 70,2020,SHOOTING,31502,10,0.31744016252936325
Area 71,2020,SHOOTING,27762,12,0.4322455154527772
Area 72,2020,SHOOTING,37952,20,0.5269814502529511
Area 73,2020,SHOOTING,5412,3,0.5543237250554324
Area 74,2020,SHOOTING,15761,3,0.19034325233170485
Area 75,2020,SHOOTING,35570,24,0.6747258926061288
Area 76,2020,SHOOTING,13985,9,0.643546657132642
Area 77,2020,SHOOTING,19744,11,0.557131280388979
Area 78,2020,SHOOTING,30945,14,0.45241557602197446
Area 79,2020,SHOOTING,19803,3,0.15149219815179518
Area 80,2020,SHOOTING,11600,6,0.5172413793103449
Area 81,2020,SHOOTING,11789,5,0.42412418356094667
Area 82,2020,SHOOTING,5617,2,0.35606195478013175
Area 83,2020,SHOOTING,36516,19,0.5203198597874904
Area 84,2020,SHOOTING,5538,2,0.36114120621162876
Area 85,2020,SHOOTING,37262,19,0.5099028500885621
Area 86,2020,SHOOTING,35452,17,0.4795216066794539
Area 87,2020,SHOOTING,8624,3,0.34786641929499074
Area 88,2020,SHOOTING,20581,9,0.43729653563966764
Area 89,2020,SHOOTING,24391,8,0.32798983231519824
Area 90,2020,SHOOTING,7210,0,0
Area 91,2020,SHOOTING,7285,2,0.27453671928620454
Area 92,2020,SHOOTING,23761,6,0.2525146248053533
Area 93,2020,SHOOTING,37280,22,0.5901287553648068
Area 94,2020,SHOOTING,12825,6,0.46783625730994155
Area 95,2020,SHOOTING,19750,11,0.5569620253164557
Area 96,2020,SHOOTING,29262,11,0.37591415487663177
Area 97,2020,SHOOTING,30448,15,0.49264319495533365
Area 98,2020,SHOOTING,15686,6,0.3825066938671427
Area 99,2020,SHOOTING,32454,12,0.36975411351451287
Area 100,2020,SHOOTING,17636,11,0.6237242004989794
Area 1,2021,SHOOTING,7985,6,0.7514088916718848
Area 2,2021,SHOOTING,34924,15,0.4295040659718245
Area 3,2021,SHOOTING,34709,10,0.28810971217839754
Area 4,2021,SHOOTING,7756,1,0.12893243940175347
Area 5,2021,SHOOTING,14641,7,0.4781094187555495
Area 6,2021,SHOOTING,36312,9,0.24785194976867153
Area 7,2021,SHOOTING,19182,8,0.4170576582212491
Area 8,2021,SHOOTING,20179,13,0.6442341047623767
Area 9,2021,SHOOTING,32167,17,0.5284919327260857
Area 10,2021,SHOOTING,29172,15,0.5141916906622789
Area 11,2021,SHOOTING,14096,8,0.5675368898978433
Area 12,2021,SHOOTING,35537,20,0.562793707966345
Area 13,2021,SHOOTING,33980,13,0.3825779870512066
Area 14,2021,SHOOTING,12988,2,0.1539882968894364
Area 15,2021,SHOOTING,18535,6,0.3237118964121931
Area 16,2021,SHOOTING,29540,15,0.5077860528097495
Area 17,2021,SHOOTING,11215,3,0.26749888542131073
Area 18,2021,SHOOTING,22982,5,0.21756156992428857
Area 19,2021,SHOOTING,34393,12,0.34890820806559475
Area 20,2021,SHOOTING,33824,18,0.5321665089877011
Area 21,2021,SHOOTING,5040,5,0.992063492063492
Area 22,2021,SHOOTING,19425,11,0.5662805662805662
Area 23,2021,SHOOTING,12283,8,0.6513066840348448
Area 24,2021,SHOOTING,33501,18,0.5372973941076387
Area 25,2021,SHOOTING,16472,9,0.5463817387081107
Area 26,2021,SHOOTING,17300,7,0.4046242774566474
Area 27,2021,SHOOTING,11133,5,0.4491152429713464
Area 28,2021,SHOOTING,38522,22,0.5711022272986864
Area 29,2021,SHOOTING,26811,7,0.26108686733057324
Area 30,2021,SHOOTING,14639,12,0.819728123505704
Area 31,2021,SHOOTING,24741,16,0.6466998100319308
Area 32,2021,SHOOTING,14325,12,0.837696335078534
Area 33,2021,SHOOTING,31509,12,0.38084356850423684
Area 34,2021,SHOOTING,25959,14,0.5393119919873647
Area 35,2021,SHOOTING,19402,6,0.30924646943614065
Area 36,2021,SHOOTING,10966,3,0.273572861572132
Area 37,2021,SHOOTING,33798,9,0.2662879460323096
Area 38,2021,SHOOTING,31835,9,0.28270771163813413
Area 39,2021,SHOOTING,17048,7,0.4106053496011262
Area 40,2021,SHOOTING,20149,12,0.5955630552384734
Area 41,2021,SHOOTING,10026,3,0.29922202274087373
Area 42,2021,SHOOTING,37605,22,0.585028586624119
Area 43,2021,SHOOTING,21151,5,0.23639544229587253
Area 44,2021,SHOOTING,30558,17,0.5563191308331698
Area 45,2021,SHOOTING,19214,12,0.6245446028937234
Area 46,2021,SHOOTING,19286,10,0.5185108368764908
Area 47,2021,SHOOTING,28193,12,0.4256375696094775
Area 48,2021,SHOOTING,29557,19,0.6428257265622357
Area 49,2021,SHOOTING,39975,18,0.450281425891182
Area 50,2021,SHOOTING,19490,12,0.6157003591585428
Area 51,2021,SHOOTING,22412,16,0.7139032661074424
Area 52,2021,SHOOTING,17047,10,0.586613480377779
Area 53,2021,SHOOTING,39723,20,0.5034866450167409
Area 54,2021,SHOOTING,25476,13,0.5102841890406656
Area 55,2021,SHOOTING,22368,11,0.4917739628040057
Area 56,2021,SHOOTING,36541,21,0.5746969157932186
Area 57,2021,SHOOTING,26068,11,0.42197330059843485
Area 58,2021,SHOOTING,35574,8,0.22488334176645866
Area 59,2021,SHOOTING,38752,15,0.3870767960363336
Area 60,2021,SHOOTING,23890,17,0.7115948095437421
Area 61,2021,SHOOTING,16283,8,0.49130995516796666
Area 62,2021,SHOOTING,21578,10,0.4634349800722959
Area 63,2021,SHOOTING,31800,23,0.7232704402515723
Area 64,2021,SHOOTING,30901,17,0.5501440082845215
Area 65,2021,SHOOTING,33077,9,0.27209239048281286
Area 66,2021,SHOOTING,8832,1,0.11322463768115942
Area 67,2021,SHOOTING,31027,17,0.5479098849389242
Area 68,2021,SHOOTING,19535,3,0.15357051446122344
Area 69,2021,SHOOTING,22532,11,0.488194567725901
Area 70,2021,SHOOTING,31502,9,0.2856961462764269
Area 71,2021,SHOOTING,27762,12,0.4322455154527772
Area 72,2021,SHOOTING,37952,15,0.3952360876897133
Area 73,2021,SHOOTING,5412,3,0.5543237250554324
Area 74,2021,SHOOTING,15761,10,0.6344775077723495
Area 75,2021,SHOOTING,35570,16,0.44981726173741915
Area 76,2021,SHOOTING,13985,2,0.14301036825169827
Area 77,2021,SHOOTING,19744,8,0.4051863857374392
Area 78,2021,SHOOTING,30945,20,0.6463079657456778
Area 79,2021,SHOOTING,19803,8,0.40397919507145386
Area 80,2021,SHOOTING,11600,6,0.5172413793103449
Area 81,2021,SHOOTING,11789,4,0.33929934684875734
Area 82,2021,SHOOTING,5617,0,0
Area 83,2021,SHOOTING,36516,15,0.4107788366743345
Area 84,2021,SHOOTING,5538,5,0.9028530155290718
Area 85,2021,SHOOTING,37262,20,0.5367398421984864
Area 86,2021,SHOOTING,35452,17,0.4795216066794539
Area 87,2021,SHOOTING,8624,2,0.23191094619666047
Area 88,2021,SHOOTING,20581,10,0.48588503959963075
Area 89,2021,SHOOTING,24391,15,0.6149809355909968
Area 90,2021,SHOOTING,7210,4,0.5547850208044383
Area 91,2021,SHOOTING,7285,6,0.8236101578586136
Area 92,2021,SHOOTING,23761,8,0.3366861664071377
Area 93,2021,SHOOTING,37280,14,0.3755364806866953
Area 94,2021,SHOOTING,12825,5,0.3898635477582846
Area 95,2021,SHOOTING,19750,9,0.45569620253164556
Area 96,2021,SHOOTING,29262,12,0.4100881689563256
Area 97,2021,SHOOTING,30448,13,0.42695743562795585
Area 98,2021,SHOOTING,15686,9,0.5737600408007141
Area 99,2021,SHOOTING,32454,17,0.5238183274788932
Area 100,2021,SHOOTING,17636,8,0.45361760036289406
Area 1,2022,SHOOTING,7985,5,0.6261740763932373
Area 2,2022,SHOOTING,34924,18,0.5154048791661894
Area 3,2022,SHOOTING,34709,14,0.40335359704975654
Area 4,2022,SHOOTING,7756,4,0.5157297576070139
Area 5,2022,SHOOTING,14641,7,0.4781094187555495
Area 6,2022,SHOOTING,36312,18,0.49570389953734306
Area 7,2022,SHOOTING,19182,8,0.4170576582212491
Area 8,2022,SHOOTING,20179,9,0.44600822637395315
Area 9,2022,SHOOTING,32167,15,0.46631641122889916
Area 10,2022,SHOOTING,29172,17,0.5827505827505828
Area 11,2022,SHOOTING,14096,5,0.3547105561861521
Area 12,2022,SHOOTING,35537,15,0.4220952809747587
Area 13,2022,SHOOTING,33980,19,0.559152442613302
Area 14,2022,SHOOTING,12988,6,0.4619648906683092
Area 15,2022,SHOOTING,18535,7,0.37766387914755867
Area 16,2022,SHOOTING,29540,10,0.33852403520649965
Area 17,2022,SHOOTING,11215,8,0.7133303611234953
Area 18,2022,SHOOTING,22982,12,0.5221477678182926
Area 19,2022,SHOOTING,34393,14,0.4070595760765272
Area 20,2022,SHOOTING,33824,22,0.6504257332071902
Area 21,2022,SHOOTING,5040,0,0
Area 22,2022,SHOOTING,19425,9,0.4633204633204633
Area 23,2022,SHOOTING,12283,5,0.4070666775217781
Area 24,2022,SHOOTING,33501,13,0.38804811796662786
Area 25,2022,SHOOTING,16472,7,0.4249635745507528
Area 26,2022,SHOOTING,17300,6,0.3468208092485549
Area 27,2022,SHOOTING,11133,5,0.4491152429713464
Area 28,2022,SHOOTING,38522,20,0.5191838429988058
Area 29,2022,SHOOTING,26811,8,0.2983849912349409
Area 30,2022,SHOOTING,14639,9,0.6147960926292779
Area 31,2022,SHOOTING,24741,16,0.6466998100319308
Area 32,2022,SHOOTING,14325,2,0.13961605584642234
Area 33,2022,SHOOTING,31509,18,0.5712653527563554
Area 34,2022,SHOOTING,25959,10,0.3852228514195462
Area 35,2022,SHOOTING,19402,11,0.5669518606329245
Area 36,2022,SHOOTING,10966,4,0.36476381542950936
Area 37,2022,SHOOTING,33798,14,0.4142256938280372
Area 38,2022,SHOOTING,31835,12,0.37694361551751215
Area 39,2022,SHOOTING,17048,8,0.46926325668700136
Area 40,2022,SHOOTING,20149,6,0.2977815276192367
Area 41,2022,SHOOTING,10026,2,0.19948134849391583
Area 42,2022,SHOOTING,37605,15,0.39888312724371755
Area 43,2022,SHOOTING,21151,8,0.37823270767339606
Area 44,2022,SHOOTING,30558,15,0.4908698213233851
Area 45,2022,SHOOTING,19214,8,0.41636306859581557
Area 46,2022,SHOOTING,19286,9,0.4666597531888417
Area 47,2022,SHOOTING,28193,17,0.6029865569467598
Area 48,2022,SHOOTING,29557,8,0.2706634638156782
Area 49,2022,SHOOTING,39975,17,0.4252657911194497
Area 50,2022,SHOOTING,19490,5,0.2565418163160595
Area 51,2022,SHOOTING,22412,11,0.4908084954488666
Area 52,2022,SHOOTING,17047,7,0.4106294362644453
Area 53,2022,SHOOTING,39723,18,0.4531379805150668
Area 54,2022,SHOOTING,25476,11,0.4317789291882556
Area 55,2022,SHOOTING,22368,14,0.6258941344778255
Area 56,2022,SHOOTING,36541,21,0.5746969157932186
Area 57,2022,SHOOTING,26068,16,0.6137793463249962
Area 58,2022,SHOOTING,35574,19,0.5340979366953393
Area 59,2022,SHOOTING,38752,8,0.20644095788604458
Area 60,2022,SHOOTING,23890,7,0.29300962745918796
Area 61,2022,SHOOTING,16283,4,0.24565497758398333
Area 62,2022,SHOOTING,21578,10,0.4634349800722959
Area 63,2022,SHOOTING,31800,11,0.3459119496855346
Area 64,2022,SHOOTING,30901,17,0.5501440082845215
Area 65,2022,SHOOTING,33077,22,0.6651147322913202
Area 66,2022,SHOOTING,8832,5,0.5661231884057971
Area 67,2022,SHOOTING,31027,11,0.35452992554871565
Area 68,2022,SHOOTING,19535,8,0.4095213718965959
Area 69,2022,SHOOTING,22532,13,0.5769572164033374
Area 70,2022,SHOOTING,31502,19,0.6031363088057901
Area 71,2022,SHOOTING,27762,9,0.3241841365895829
Area 72,2022,SHOOTING,37952,11,0.2898397976391231
Area 73,2022,SHOOTING,5412,3,0.5543237250554324
Area 74,2022,SHOOTING,15761,9,0.5710297569951145
Area 75,2022,SHOOTING,35570,16,0.44981726173741915
Area 76,2022,SHOOTING,13985,13,0.9295673936360387
Area 77,2022,SHOOTING,19744,8,0.4051863857374392
Area 78,2022,SHOOTING,30945,12,0.3877847794474067
Area 79,2022,SHOOTING,19803,6,0.30298439630359036
Area 80,2022,SHOOTING,11600,3,0.25862068965517243
Area 81,2022,SHOOTING,11789,5,0.42412418356094667
Area 82,2022,SHOOTING,5617,3,0.5340929321701976
Area 83,2022,SHOOTING,36516,19,0.5203198597874904
Area 84,2022,SHOOTING,5538,2,0.36114120621162876
Area 85,2022,SHOOTING,37262,12,0.32204390531909183
Area 86,2022,SHOOTING,35452,17,0.4795216066794539
Area 87,2022,SHOOTING,8624,6,0.6957328385899815
Area 88,2022,SHOOTING,20581,7,0.3401195277197415
Area 89,2022,SHOOTING,24391,11,0.45098601943339756
Area 90,2022,SHOOTING,7210,1,0.13869625520110956
Area 91,2022,SHOOTING,7285,5,0.6863417982155113
Area 92,2022,SHOOTING,23761,17,0.7154581036151677
Area 93,2022,SHOOTING,37280,18,0.48283261802575106
Area 94,2022,SHOOTING,12825,8,0.6237816764132554
Area 95,2022,SHOOTING,19750,9,0.45569620253164556
Area 96,2022,SHOOTING,29262,14,0.4784361971157132
Area 97,2022,SHOOTING,30448,15,0.49264319495533365
Area 98,2022,SHOOTING,15686,5,0.3187555782226189
Area 99,2022,SHOOTING,32454,18,0.5546311702717693
Area 100,2022,SHOOTING,17636,5,0.2835110002268088
Area 1,2023,SHOOTING,7985,6,0.7514088916718848
Area 2,2023,SHOOTING,34924,20,0.5726720879624326
Area 3,2023,SHOOTING,34709,13,0.3745426258319168
Area 4,2023,SHOOTING,7756,5,0.6446621970087675
Area 5,2023,SHOOTING,14641,3,0.20490403660952122
Area 6,2023,SHOOTING,36312,13,0.3580083718880811
Area 7,2023,SHOOTING,19182,13,0.6777186946095297
Area 8,2023,SHOOTING,20179,7,0.34689528717974133
Area 9,2023,SHOOTING,32167,14,0.4352286504803059
Area 10,2023,SHOOTING,29172,7,0.23995612230906346
Area 11,2023,SHOOTING,14096,10,0.7094211123723042
Area 12,2023,SHOOTING,35537,12,0.33767622477980697
Area 13,2023,SHOOTING,33980,21,0.6180105944673338
Area 14,2023,SHOOTING,12988,7,0.5389590391130273
Area 15,2023,SHOOTING,18535,6,0.3237118964121931
Area 16,2023,SHOOTING,29540,5,0.16926201760324983
Area 17,2023,SHOOTING,11215,6,0.5349977708426215
Area 18,2023,SHOOTING,22982,16,0.6961970237577234
Area 19,2023,SHOOTING,34393,16,0.46521094408745967
Area 20,2023,SHOOTING,33824,7,0.20695364238410596
Area 21,2023,SHOOTING,5040,1,0.1984126984126984
Area 22,2023,SHOOTING,19425,10,0.5148005148005148
Area 23,2023,SHOOTING,12283,7,0.5698933485304893
Area 24,2023,SHOOTING,33501,13,0.38804811796662786
Area 25,2023,SHOOTING,16472,7,0.4249635745507528
Area 26,2023,SHOOTING,17300,7,0.4046242774566474
Area 27,2023,SHOOTING,11133,4,0.35929219437707716
Area 28,2023,SHOOTING,38522,19,0.4932246508488656
Area 29,2023,SHOOTING,26811,7,0.26108686733057324
Area 30,2023,SHOOTING,14639,7,0.4781747387116606
Area 31,2023,SHOOTING,24741,13,0.5254435956509438
Area 32,2023,SHOOTING,14325,4,0.2792321116928447
Area 33,2023,SHOOTING,31509,14,0.44431749658827635
Area 34,2023,SHOOTING,25959,8,0.30817828113563694
Area 35,2023,SHOOTING,19402,10,0.5154107823935676
Area 36,2023,SHOOTING,10966,3,0.273572861572132
Area 37,2023,SHOOTING,33798,16,0.4734007929463282
Area 38,2023,SHOOTING,31835,7,0.21988377571854875
Area 39,2023,SHOOTING,17048,9,0.5279211637728766
Area 40,2023,SHOOTING,20149,9,0.446672291428855
Area 41,2023,SHOOTING,10026,6,0.5984440454817475
Area 42,2023,SHOOTING,37605,25,0.6648052120728626
Area 43,2023,SHOOTING,21151,8,0.37823270767339606
Area 44,2023,SHOOTING,30558,18,0.589043785588062
Area 45,2023,SHOOTING,19214,5,0.2602269178723847
Area 46,2023,SHOOTING,19286,12,0.6222130042517888
Area 47,2023,SHOOTING,28193,9,0.31922817720710817
Area 48,2023,SHOOTING,29557,11,0.3721622627465575
Area 49,2023,SHOOTING,39975,23,0.5753595997498436
Area 50,2023,SHOOTING,19490,11,0.564391995895331
Area 51,2023,SHOOTING,22412,15,0.6692843119757272
Area 52,2023,SHOOTING,17047,15,0.8799202205666686
Area 53,2023,SHOOTING,39723,13,0.3272663192608816
Area 54,2023,SHOOTING,25476,6,0.23551577955723035
Area 55,2023,SHOOTING,22368,13,0.5811874105865522
Area 56,2023,SHOOTING,36541,10,0.27366519799677075
Area 57,2023,SHOOTING,26068,14,0.5370569280343717
Area 58,2023,SHOOTING,35574,23,0.6465396075785687
Area 59,2023,SHOOTING,38752,18,0.4644921552436003
Area 60,2023,SHOOTING,23890,8,0.33486814566764334
Area 61,2023,SHOOTING,16283,10,0.6141374439599583
Area 62,2023,SHOOTING,21578,12,0.5561219760867551
Area 63,2023,SHOOTING,31800,22,0.6918238993710693
Area 64,2023,SHOOTING,30901,9,0.2912527102682761
Area 65,2023,SHOOTING,33077,16,0.48371980530277836
Area 66,2023,SHOOTING,8832,2,0.22644927536231885
Area 67,2023,SHOOTING,31027,10,0.32229993231701426
Area 68,2023,SHOOTING,19535,4,0.20476068594829794
Area 69,2023,SHOOTING,22532,7,0.3106692703710279
Area 70,2023,SHOOTING,31502,16,0.5079042600469811
Area 71,2023,SHOOTING,27762,15,0.5403068943159715
Area 72,2023,SHOOTING,37952,18,0.47428330522765594
Area 73,2023,SHOOTING,5412,0,0
Area 74,2023,SHOOTING,15761,7,0.4441342554406446
Area 75,2023,SHOOTING,35570,13,0.3654765251616531
Area 76,2023,SHOOTING,13985,8,0.5720414730067931
Area 77,2023,SHOOTING,19744,8,0.4051863857374392
Area 78,2023,SHOOTING,30945,14,0.45241557602197446
Area 79,2023,SHOOTING,19803,9,0.4544765944553856
Area 80,2023,SHOOTING,11600,3,0.25862068965517243
Area 81,2023,SHOOTING,11789,7,0.5937738569853253
Area 82,2023,SHOOTING,5617,3,0.5340929321701976
Area 83,2023,SHOOTING,36516,17,0.4655493482309125
Area 84,2023,SHOOTING,5538,3,0.5417118093174431
Area 85,2023,SHOOTING,37262,14,0.3757178895389405
Area 86,2023,SHOOTING,35452,15,0.4231073000112828
Area 87,2023,SHOOTING,8624,3,0.34786641929499074
Area 88,2023,SHOOTING,20581,10,0.48588503959963075
Area 89,2023,SHOOTING,24391,12,0.49198474847279733
Area 90,2023,SHOOTING,7210,3,0.41608876560332875
Area 91,2023,SHOOTING,7285,6,0.8236101578586136
Area 92,2023,SHOOTING,23761,11,0.4629434788098144
Area 93,2023,SHOOTING,37280,16,0.42918454935622313
Area 94,2023,SHOOTING,12825,2,0.15594541910331386
Area 95,2023,SHOOTING,19750,7,0.35443037974683544
Area 96,2023,SHOOTING,29262,16,0.5467842252751008
